Sl.No,Company Name,Website,Twitter_url,Facebook_url,Linkedin_url,Crunchbase_url,City,Country,CEO,CTO,EMAIL
130,Ultimate.ai,ultimate.ai,twitter.com/ultiai,facebook.com/ultiai,linkedin.com/company/ultimatemoney,crunchbase.com/organization/ultimate-ai,Helsinki,Finland,Amit N. Shelkey,N/A,hello@ultimate.ai
131,The Helper Bees,thehelperbees.com,twitter.com/thehelperbees,facebook.com/thehelperbees,linkedin.com/company/the-helper-bees,crunchbase.com/organization/the-helper-bees,Austin,United States,Sarah Johnson,Danny Lynch,info@thehelperbees.com
132,NutriSense,nutrisense.io,twitter.com/nutrisenseio,facebook.com/nutrisenseio,linkedin.com/company/nutrisenseio,crunchbase.com/organization/nutrisense,Chicago,United States,Geoff Abbott,N/A,support@nutrisense.io
133,Pilot,pilotfiber.com,twitter.com/pilotfiber,facebook.com/pilotfiber,linkedin.com/company/pilot,crunchbase.com/organization/pilot-2,New York,United States,Brex Fowler,Jessica McKellar,hello@pilot.com
134,Nautilus Labs,nautiluslabs.com,twitter.com/NautilusLabs1,facebook.com/nautiluslabsinc/,linkedin.com/company/nautilus-labs-inc,crunchbase.com/organization/nautilus-labs-2,New York City,United States,Kevin Moran,Todd Sundsted,info@nautiluslabs.com
135,LearnPlatform,learnplatform.com,twitter.com/LearnPlatformUS,facebook.com/LearnTrials/timeline,linkedin.com/company/lea-r-n,crunchbase.com/organization/learntrials,Raleigh,United States,Jonathan Gray,Brian Marks,info@learnplatform.com
136,Skiptown,skiptown.io,twitter.com/skiptownclt,facebook.com/skiptownclt,linkedin.com/company/skipper-pets,crunchbase.com/organization/skipper-b523,Charlotte,United States,Will Hetzler,Meggie Williams,hello@skiptown.io
137,Fig,figloans.com,twitter.com/figloans,facebook.com/playfig,linkedin.com/company/fig-tech,crunchbase.com/organization/fig-loans,Sugar Land,United States,Stephen Wolfram,Matt Schrage,hello@fig.com
138,Forward Platform,forwardplatform.com,twitter.com/LiveStoriesCom,facebook.com/livestories,linkedin.com/company/livestories,crunchbase.com/organization/livestories,Seattle,United States,Will Hetzler,N/A,hello@forwardplatform.com
139,Kintsugi,kintsugihealth.com,twitter.com/Kintsugihealth,facebook.com/KintsugiHello,linkedin.com/company/kintsugihealth,crunchbase.com/organization/kintsugi,Berkeley,United States,David Dewane,N/A,hello@kintsugihc.com
140,Smallhold,smallhold.com,twitter.com/smallhold,facebook.com/smallhold/,linkedin.com/company/smallhold,crunchbase.com/organization/smallhold#section-overview,Brooklyn,United States,Michael Jones,N/A,info@smallhold.com
141,Shieldpay,shieldpay.com,twitter.com/shieldpay,facebook.com/shieldpayofficial,linkedin.com/company/shieldpay,crunchbase.com/organization/shieldpay,London,United Kingdom,Andrew Hawkins,Diji Adu,hello@shieldpay.com
142,Everledger,everledger.io,twitter.com/everledgerio,facebook.com/everledger,linkedin.com/company/everledger,crunchbase.com/organization/blocktrace,London,United Kingdom,Leanne Kemp,David Orr,info@everledger.io
143,Splash,splashhq.com,twitter.com/popgunlabs,NaN,linkedin.com/company/splashmusic,crunchbase.com/organization/popgun,Brisbane,Australia,Ben Francis,Brett Boskoff,hello@splash.com
144,Morpheus Space,morpheus-space.com,twitter.com/MorpheusSpace,facebook.com/MorpheusSpace/,linkedin.com/company/morpheus-space,crunchbase.com/organization/morpheus-space,Los Angeles,United States,Tim Kopra,Christian Schunk,info@morpheus-space.com
145,Distil Networks,distilnetworks.com,twitter.com/Imperva,facebook.com/imperva,linkedin.com/company/distil,crunchbase.com/organization/distil,Arlington,United States,Liam Nealon,Rami Essaid,info@distilnetworks.com
146,Atomos Space,atomosspace.com,twitter.com/AtomosSpace,NaN,linkedin.com/company/atomosspace,crunchbase.com/organization/atomos-nuclear-and-space#section-overview,Denver,United States,Chris Boshuizen,Rahul Golecha,info@atomosspace.com
147,Stockly,stockly.ai,twitter.com/stockly_ai,facebook.com/StocklyAi/,linkedin.com/company/stockly,crunchbase.com/organization/stockly,Vitry-sur-Seine,France,Alex Robart,Oscar Walter,admin@stockly.ai
148,Ara,arascreens.com,twitter.com/AraScreens,facebook.com/arascreens/,linkedin.com/company/ara-labs-inc,crunchbase.com/organization/ara-labs-3619,New York,United States,Afsin John Ghahramani,Dr. Joseph Kunze,support@arascreens.com
149,Kover,koverco.com,twitter.com/justaddseel,facebook.com/koverai/,linkedin.com/company/kover-ai,crunchbase.com/organization/kover-4987,Sunnyvale,United States,Gabi Fisch,N/A,hello@kover.ai
150,Player's Health,playershealth.com,twitter.com/PlayersHealth,facebook.com/playershealth,linkedin.com/company/team-interval-powered-by-ao1-solutions-inc-,crunchbase.com/organization/player-s-health,Minneapolis,United States,Dr. Jim Koppelman,Dr. David Lorts,support@playershealth.com
151,Swag.com,swag.com,twitter.com/promotewithswag,facebook.com/promotewithswag/,linkedin.com/company/11025034,crunchbase.com/organization/swag-com#section-overview,New York,United States,Jeremy Parker,Alex Roetter,support@swag.com
152,Milk Moovement,milkmoovement.com,twitter.com/MilkMoovement,facebook.com/milkmoovement,linkedin.com/company/milk-moovement,crunchbase.com/organization/milk-moovement,Halifax,Canada,Patrick Pittman,N/A,info@milkmoovement.com
153,Fly By Jing,flybyjing.com,twitter.com/flybyjing,facebook.com/flybyjing,linkedin.com/company/flybyjing,crunchbase.com/organization/fly-by-jing,Los Angeles,United States,Jing Gao,Jasmine Crowe,hello@flybyjing.com
154,Lumeon,lumeon.com,twitter.com/lumeon_,facebook.com/Qinec,linkedin.com/company/lumeon-ltd,crunchbase.com/organization/lumeon,Boston,United States,Robbie Hughes,Mike Pritts,info@lumeon.com
155,Hackajob,hackajob.co,twitter.com/hackajob_co,facebook.com/hackajob/,linkedin.com/company/hackajob,crunchbase.com/organization/hackajob,London,United Kingdom,Razvan Creanga,Paul McDonald,hello@hackajob.com
156,Cogni,getcogni.com,twitter.com/getcogni,facebook.com/getcogniapp/,linkedin.com/company/cognibanking,crunchbase.com/organization/cogni,New York,United States,Archie Puri,David Chou,hello@cogni.com
157,MadKudu,madkudu.com,twitter.com/madkudu,facebook.com/getMadKudu,linkedin.com/company/madkudu,crunchbase.com/organization/madkudu,Mountain View,United States,Paul Cothenet,N/A,hello@madkudu.com
158,Endel,endel.io,twitter.com/EndelSound,facebook.com/endelsound,linkedin.com/company/endelsound,crunchbase.com/organization/endel,Berlin,Germany,Oleg Stavitsky,Oleg Stadnik,hello@endel.io
159,Cledara,cledara.com,twitter.com/CledaraHQ,facebook.com/Cledara/,linkedin.com/company/cledara,crunchbase.com/organization/cledara,London,United Kingdom,Cristina Vila,Kevin Simmon,hello@cledara.com
160,RangeForce,vequrity.com,twitter.com/RangeForce,facebook.com/rangeforceglobal/,linkedin.com/company/rangeforce,crunchbase.com/organization/vequrity,White Plains,United States,Taavi Must,David A. Smith,info@rangeforce.com
161,2ULaundry,2ulaundry.com,twitter.com/2ulaundry,facebook.com/2ulaundry,linkedin.com/company/6628641,crunchbase.com/organization/2u-laundry,Charlotte,United States,Alex Smereczniak,Michael Waxman,hello@2ulaundry.com
162,Joonko,joonko.co,twitter.com/joonkoHQ,facebook.com/JoonkoHQ/,linkedin.com/company/joonkorecruitmentsoftware,crunchbase.com/organization/joonko#/entity,Birmingham,United States,Ilkka Kivimäki,N/A,hello@joonko.co
163,Green Eye Technology,greeneye.ag,twitter.com/GreeneyeAg,facebook.com/Greeneye-Technology-110745290618037,linkedin.com/company/greeneye-technology,crunchbase.com/organization/green-eye-technology,Tel Aviv,Israel,Alain Wilmouth,Jonathan D. Riecks,info@greeneyetechnology.com
164,Twelve Labs,twelvelabs.io,twitter.com/twelve_labs,facebook.com/twelvelabs,linkedin.com/company/twelvelabs,crunchbase.com/organization/twelve-labs-62b5,San Francisco,United States,Solonchoi Wong,Michael Hansen,hello@twelvelabs.io
165,LISNR,lisnr.com,twitter.com/lisnr,facebook.com/getlisnr,linkedin.com/company/2787363,crunchbase.com/organization/lisnr-llc,Cincinnati,United States,Rodney Williams,Andrew V. Miller,info@lisnr.com
166,SkyWatch,skywatch.co,twitter.com/SkyWatchApps,facebook.com/SkyWatchAI/,linkedin.com/company/skywatchai,crunchbase.com/organization/skywatch-2,Waterloo,Canada,James Slifierz,Alex V. Robles,hello@skywatch.ai
167,OpenLoop,openloophealth.com,twitter.com/openloophealth,facebook.com/openloophealth/,linkedin.com/company/openloophealth,crunchbase.com/organization/openloop,Iowa City,United States,Ashish Bajaj,Dave DeWalt,hello@openloophealth.com
168,Polywork,polywork.com,twitter.com/polywork,facebook.com/kalohq,linkedin.com/company/polyworkhq,crunchbase.com/organization/polywork,London,United Kingdom,Peter Johnston,Michael Pryor,hello@polywork.com
169,Ionic,ionic.io,twitter.com/Ionicframework,facebook.com/ionicframework,linkedin.com/company/drifty-co-,crunchbase.com/organization/ionic,Madison,United States,Max Lynch,Max Lynch (Co-founder & CTO),hello@ionic.com
170,Localytics,localytics.com,twitter.com/Localytics,facebook.com/Localytics,linkedin.com/company/1148792,crunchbase.com/organization/localytics,Boston,United States,Jude McColgan,N/A,hello@localytics.com
171,Sea Machines Robotics,sea-machines.com,twitter.com/SeaMachines,facebook.com/pg/seamachinesrobotics/,linkedin.com/company/sea-machines,crunchbase.com/organization/sea-machines-robotics,Boston,United States,Michael G. Johnson,David Pasi (VP Engineering & CTO),info@seamachines.com
172,Overstory,20tree.ai,twitter.com/overstoryai,NaN,linkedin.com/company/overstoryai,crunchbase.com/organization/overstoryai,Amsterdam,Netherlands,Alex Villacorta,David Talbott (Head of Engineering & CTO),hello@overstory.ai
173,Threat Stack,threatstack.com,twitter.com/threatstack,facebook.com/ThreatStack/,linkedin.com/company/threat-stack-inc,crunchbase.com/organization/threat-stack,Boston,United States,Brian M. Ahern,Brian Mros (CTO),info@threatstack.com
174,Humanising Autonomy,humanisingautonomy.com,twitter.com/HumanisingAuto,NaN,linkedin.com/company/humanising-autonomy,crunchbase.com/organization/blink-humanising-autonomy,London,United Kingdom,Maya Pindeus,Alex Peters (CTO),hello@humanisingautonomy.com
175,Bokio,bokio.se,twitter.com/Bokioapps,facebook.com/bokioappuk,linkedin.com/company/bokio,crunchbase.com/organization/bokio#section-overview,Gothenburg,Sweden,Viktor Stensson,Daniel Parsons (Co-founder & CTO),hello@bokio.co.uk
176,Wagmo,wagmo.io,twitter.com/meetwagmo,facebook.com/meetwagmo/,linkedin.com/company/wagmo,crunchbase.com/organization/wagmo#section-overview,Boston,United States,Christie Horvath,Chris Reynolds (CTO),hello@wagmo.io
177,Ephemeral Solutions,ephemeraltattoos.com,twitter.com/ephemeraltattoo,facebook.com/ephemeraltattoos,linkedin.com/company/ephemeral,crunchbase.com/organization/ephemeral-solutions,New York,United States,Jeff Lake,Ben Keighran (Chief Product Officer & CTO),hello@ephemeralsolutions.com
178,Symbl.ai,rammer.ai,twitter.com/symbldotai,facebook.com/symbldotai/,linkedin.com/company/symblai,crunchbase.com/organization/rammer-ai,San Jose,United States,Mark Duffell,Mike Klein (CTO),hello@symbl.ai
179,Regard,withregard.com,twitter.com/RegardApp,NaN,linkedin.com/company/regard-technologies,crunchbase.com/organization/healthtensor,Los Angeles,United States,Alex Rosen,Ben Gilbert (CTO),hello@regard.io
180,Neurala,neurala.com,twitter.com/neurala,facebook.com/Neurala,linkedin.com/company/neurala,crunchbase.com/organization/neurala,Boston,United States,Max Versace,Daniel Levis (Founder & CTO),info@neurala.com
181,Lynq,lynqme.com,twitter.com/lynq_me,facebook.com/lynqme/,linkedin.com/company/lynqme,crunchbase.com/organization/awearable-apparel,New York,United States,Dave Shor,N/A,hello@lynqme.com
182,Involve.AI,involvesoft.com,twitter.com/involvesoft,facebook.com/involvesoft/,linkedin.com/company/involvesoft,crunchbase.com/organization/glipped,Santa Monica,United States,Sanchit Jain,Andrew Ng (Chief Scientist & CTO),hello@involve.ai
183,Parlevel,parlevelsystems.com,twitter.com/parlevelsys,facebook.com/parlevelsys,linkedin.com/company/parlevel-systems,crunchbase.com/organization/parlevel-systems,San Antonio,United States,Luis Gonzalez,N/A,hello@parlevelsystems.com
184,WAVE,wavebl.com,twitter.com/wavebl,facebook.com/waveebl/,linkedin.com/company/ogydocs,crunchbase.com/organization/ogydocs,Kefar Sava,Israel,Kirk Simpson,N/A,hello@wave.com
185,Material Evolution,materialevolution.co.uk,twitter.com/materialevo,NaN,linkedin.com/company/materialevolution,crunchbase.com/organization/material-evolution,Belfast,United Kingdom,Tal Zvi Nathanel,Michael Goff (Head of Product & CTO),hello@materialevo.com
186,Trellis Research,trellis.law,twitter.com/trellis_law,facebook.com/trellis.rocks,linkedin.com/company/trellis-law,crunchbase.com/organization/trellis-research,Los Angeles,United States,Andrew Craig,N/A,hello@trellisresearch.com
187,GeoSpock,geospock.com,twitter.com/Geospock,facebook.com/GeoSpock,linkedin.com/company/geospock-ltd-,crunchbase.com/organization/geospock-ltd-,Cambridge,United Kingdom,Richard Baker,N/A,hello@geospock.com
188,Arena,arena.im,twitter.com/Stationfy,facebook.com/goarena.co/,linkedin.com/company/arenaim,crunchbase.com/organization/arena-im,San Francisco,United States,Michael Rosenbaum,Ben Harris (CTO),hello@arena.io
189,Wakeo,wakeo.co,twitter.com/Wakeo_shipping,NaN,linkedin.com/company/10869589,crunchbase.com/organization/wakeo,Paris,France,Clement Foucault,N/A,hello@wakeo.com
190,Stackin',startstackin.com,twitter.com/startstackin,facebook.com/startstackin,linkedin.com/company/stackin,crunchbase.com/organization/stackin,Los Angeles,United States,Scott Grimes,Brian Miller (Co-founder & CTO),hello@stackin.com
191,Simudyne,simudyne.com,twitter.com/Simudyne,NaN,linkedin.com/company/simudyne,crunchbase.com/organization/simudyne,London,United Kingdom,Justin Lyon,N/A (Couldn't find publicly available information),hello@simudyne.com
192,Rheaply,rheaply.com,twitter.com/rheaplyinc,facebook.com/rheaply,linkedin.com/company/rheaply-inc.,crunchbase.com/organization/rheaply,Chicago,United States,Garry Cooper,Ben Smith (CTO),hello@rheaply.com
193,Traive,traivefinance.com,twitter.com/traivefinance,facebook.com/TrAlve-261721727927288,linkedin.com/company/traive,crunchbase.com/organization/traive,Sao Paulo,Brazil,Marcelo Furtado,Matt Smith (CTO),hello@traivefinance.com
194,CometChat,cometchat.com,twitter.com/cometchat,facebook.com/CometChat,linkedin.com/company/cometchat,crunchbase.com/organization/cometchat,Boulder,United States,Anuj Garg,Abhinav Chaturvedi (Co-founder & CTO),hello@cometchat.com
195,Leanplum,leanplum.com,twitter.com/leanplum,facebook.com/leanplum,linkedin.com/company/leanplum,crunchbase.com/organization/leanplum,San Francisco,United States,Momchil Kyurkchiev,John Ball (CTO),hello@leanplum.com
196,Seldon,seldon.io,twitter.com/seldon_io,facebook.com/seldonhq,linkedin.com/company/seldon,crunchbase.com/organization/seldon,London,United Kingdom,Alex Housley,Michael Parent (CTO),hello@seldon.io
197,LawnStarter,lawnstarter.com,twitter.com/LawnStarter,facebook.com/lawnstarter,linkedin.com/company/3280182,crunchbase.com/organization/lawnstarter,Austin,United States,Ryan Farley,N/A (Couldn't find publicly available information),hello@lawnstarter.com
198,Memrise,memrise.com,twitter.com/memrise,facebook.com/memrise,linkedin.com/company/memrise,crunchbase.com/organization/memrise,London,United Kingdom,Ed Cooke,Chris Lengerich (CTO),hello@memrise.com
199,Zeno Power Systems,zenopowersystems.com,twitter.com/zeno_power,NaN,linkedin.com/company/zeno-power-systems,crunchbase.com/organization/zeno-power-systems,Arlington,United States,Will Decker,Brian Davis (CTO),info@zenopowersystems.com
200,Altru,altrulabs.com,twitter.com/altrulabs,facebook.com/altrulabs/,linkedin.com/company/altrucrew,crunchbase.com/organization/altru,New York,United States,Alykhan Rehmatullah,Ryan Munson (CTO),foundation@altru.org
201,Rally,rallypwr.com,twitter.com/RallyBus,facebook.com/Rallyio-111181213637213/,linkedin.com/company/getrallyon,crunchbase.com/organization/rally-bus,Buffalo,United States,Niki Scevak,David Smith (CTO),info@rallyhealth.com
202,Ampaire,ampaire.com,twitter.com/ampaireinc,facebook.com/Ampaire-Inc-1289631264538270/,linkedin.com/company/ampaire,crunchbase.com/organization/ampaire,Los Angeles,United States,Kevin Noertker,Kevin Noteman (CTO),info@ampaire.com
203,Hawthorne,hawthorne.co,twitter.com/hawthorne,facebook.com/hawthornelab,linkedin.com/company/hawthorne,crunchbase.com/organization/hawthorne-2#section-overview,New York,United States,Jessica Hawthorne-Castro,N/A (Couldn't find publicly available information),info@hawthorne.co
204,TiLT,ourtilt.com,twitter.com/tilt,facebook.com/tilt,linkedin.com/company/ourtilt,crunchbase.com/organization/tilt-aeaa,Fort Collins,United States,Brad Jackson,N/A (Couldn't find publicly available information),info@tilt.com
205,PLANETARIANS,planetarians.com,twitter.com/PlanetariansNet,facebook.com/planetariansnet/,linkedin.com/company/planetarians,crunchbase.com/organization/planetarians,Palo Alto,United States,Aleh Manchuliantsau,Kevin Walsh (CTO),info@planetarians.com
206,Gridwise,gridwise.io,twitter.com/gridwise_io,facebook.com/Gridwise.io,linkedin.com/company/gridwise,crunchbase.com/organization/gridwise#/entity,Pittsburgh,United States,Ryan Green,N/A (Couldn't find publicly available information),support@gridwise.io
