Sl.No,Company Name,Website,Twitter_url,Linkedin_url,Crunchbase_url,City,EMAIL
188,Arena,arena.im,twitter.com/Stationfy,linkedin.com/company/arenaim,crunchbase.com/organization/arena-im,San Francisco,hello@arena.io
189,Wakeo,wakeo.co,twitter.com/Wakeo_shipping,linkedin.com/company/10869589,crunchbase.com/organization/wakeo,Paris,hello@wakeo.com
190,Stackin',startstackin.com,twitter.com/startstackin,linkedin.com/company/stackin,crunchbase.com/organization/stackin,Los Angeles,hello@stackin.com
191,Simudyne,simudyne.com,twitter.com/Simudyne,linkedin.com/company/simudyne,crunchbase.com/organization/simudyne,London,hello@simudyne.com
192,Rheaply,rheaply.com,twitter.com/rheaplyinc,linkedin.com/company/rheaply-inc.,crunchbase.com/organization/rheaply,Chicago,hello@rheaply.com
193,Traive,traivefinance.com,twitter.com/traivefinance,linkedin.com/company/traive,crunchbase.com/organization/traive,Sao Paulo,hello@traivefinance.com
194,CometChat,cometchat.com,twitter.com/cometchat,linkedin.com/company/cometchat,crunchbase.com/organization/cometchat,Boulder,hello@cometchat.com
195,Leanplum,leanplum.com,twitter.com/leanplum,linkedin.com/company/leanplum,crunchbase.com/organization/leanplum,San Francisco,hello@leanplum.com
196,Seldon,seldon.io,twitter.com/seldon_io,linkedin.com/company/seldon,crunchbase.com/organization/seldon,London,hello@seldon.io
197,LawnStarter,lawnstarter.com,twitter.com/LawnStarter,linkedin.com/company/3280182,crunchbase.com/organization/lawnstarter,Austin,hello@lawnstarter.com
198,Memrise,memrise.com,twitter.com/memrise,linkedin.com/company/memrise,crunchbase.com/organization/memrise,London,hello@memrise.com
199,Zeno Power Systems,zenopowersystems.com,twitter.com/zeno_power,linkedin.com/company/zeno-power-systems,crunchbase.com/organization/zeno-power-systems,Arlington,info@zenopowersystems.com
200,Altru,altrulabs.com,twitter.com/altrulabs,linkedin.com/company/altrucrew,crunchbase.com/organization/altru,New York,foundation@altru.org
201,Rally,rallypwr.com,twitter.com/RallyBus,linkedin.com/company/getrallyon,crunchbase.com/organization/rally-bus,Buffalo,info@rallyhealth.com
202,Ampaire,ampaire.com,twitter.com/ampaireinc,linkedin.com/company/ampaire,crunchbase.com/organization/ampaire,Los Angeles,info@ampaire.com
203,Hawthorne,hawthorne.co,twitter.com/hawthorne,linkedin.com/company/hawthorne,crunchbase.com/organization/hawthorne-2#section-overview,New York,info@hawthorne.co
204,TiLT,ourtilt.com,twitter.com/tilt,linkedin.com/company/ourtilt,crunchbase.com/organization/tilt-aeaa,Fort Collins,info@tilt.com
205,PLANETARIANS,planetarians.com,twitter.com/PlanetariansNet,linkedin.com/company/planetarians,crunchbase.com/organization/planetarians,Palo Alto,info@planetarians.com
206,Gridwise,gridwise.io,twitter.com/gridwise_io,linkedin.com/company/gridwise,crunchbase.com/organization/gridwise#/entity,Pittsburgh,support@gridwise.io
207,Rallyware,rallyware.com,twitter.com/rallywareSF,linkedin.com/company/rallyware,crunchbase.com/organization/rallyware,Mountain View,info@rallyware.com
208,8base,8base.com,twitter.com/8base,linkedin.com/company/8base,crunchbase.com/organization/8base-2,Coral Gables,info@8base.com
209,Hydrosat,hydrosat.com,NaN,linkedin.com/company/27211003,crunchbase.com/organization/hydrosat#section-overview,Washington,info@hydrosat.com
210,Mainstay,admithub.com,twitter.com/admithub,linkedin.com/company/heymainstay,crunchbase.com/organization/admithub,Arlington,info@mainstay.xyz
211,lovepop,lovepopcards.com,twitter.com/lovepop,linkedin.com/company/lovepop-cards,crunchbase.com/organization/lovepop,Cambridge,hello@lovepopcards.com
212,AnswersNow,getanswersnow.com,twitter.com/answersnow,linkedin.com/company/answersnow,crunchbase.com/organization/answersnow,Richmond,info@getanswersnow.com
213,ConverSight.ai,conversight.ai,twitter.com/ConverSight_ai,linkedin.com/company/conversight,crunchbase.com/organization/thickstat-inc,Indianapolis,info@conversight.ai
214,Pana,pana.com,twitter.com/HelloPana,linkedin.com/company/panaapp,crunchbase.com/organization/pana,Denver,hello@pana.com
215,Kinetic,wearkinetic.com,twitter.com/WearKinetic,linkedin.com/company/kineticxyz,crunchbase.com/organization/kinetic-2,New York,info@kinetic.com
216,EverTrue,evertrue.com,twitter.com/evertrue,linkedin.com/company/evertrue,crunchbase.com/organization/evertrue,Cambridge,info@evertrue.com
217,The Clear Cut,theclearcut.co,twitter.com/theclearcut,linkedin.com/company/theclearcut,crunchbase.com/organization/the-clear-cut,New York,info@theclearcut.co
218,Nimbla,nimbla.com,twitter.com/nimblabla,linkedin.com/company/nimbla,crunchbase.com/organization/nimbla,London,info@nimbla.com
219,Tenfold,tenfold.com,twitter.com/growtenfold,linkedin.com/company/tenfold-brand,crunchbase.com/organization/callinize#/entity,Austin,info@tenfold.com
220,Nix,nixbiosensors.com,twitter.com/NixBiosensors,linkedin.com/company/nix,crunchbase.com/organization/nix#section-overview,Boston,info@nixhydra.com
221,Cycle,cycle.eco,twitter.com/CYCLE_mobility,linkedin.com/company/cycle-eco,crunchbase.com/organization/cycle-5106,Berlin,info@cycle.io
222,Indico Data,indico.io,twitter.com/indicoData,linkedin.com/company/indico-data-solutions,crunchbase.com/organization/indico-data-solutions,Boston,info@indico.io
223,Cinchy,cinchy.co,twitter.com/itscinchy,linkedin.com/company/cinchy,crunchbase.com/organization/cinchy,Toronto,info@cinchy.com
224,Azuqua,azuqua.com,twitter.com/azuqua,linkedin.com/company/azuqua,crunchbase.com/organization/azuqua,Seattle,info@azuqua.com
225,WattBuy,wattbuy.com,twitter.com/wattbuy,linkedin.com/company/wattb,crunchbase.com/organization/wattbuy,Bellevue,info@wattbuy.com
226,Hidrate,hidratespark.com,twitter.com/hidratespark,linkedin.com/company/hidrate-inc,crunchbase.com/organization/hidrate,Minneapolis,info@hidrate.me
227,Gable,gable.to,twitter.com/gable_inc,linkedin.com/company/gable-inc,crunchbase.com/organization/gable-3bcd,San Francisco,info@gablecompany.com
228,Cobalt,cobalt.pe,twitter.com/Cobalt_Software,linkedin.com/company/cobaltrobotics,crunchbase.com/organization/bison,Boston,info@cobalt.io
229,Dfns,xkey.io,twitter.com/dfnshq,linkedin.com/company/dfnshq,crunchbase.com/organization/xkey,Paris,info@dfns.com
230,GYANT,gyant.com,twitter.com/I_AM_GYANT,linkedin.com/company/gyant,crunchbase.com/organization/gyant,San Francisco,info@gyant.com
231,timehop,timehop.com,twitter.com/timehop,linkedin.com/company/timehop,crunchbase.com/organization/timehop,New York,info@timehop.com
232,Roll,tryroll.com,twitter.com/tryrollhq,linkedin.com/company/rollinc,crunchbase.com/organization/turing-group-702e,New York,info@roll.com
233,Kapost,kapost.com,twitter.com/kapost,linkedin.com/company/kapost,crunchbase.com/organization/kapost,Boulder,info@kapost.com
234,Gatsby,trygatsby.com,twitter.com/trygatsby,linkedin.com/company/gatsbylab,crunchbase.com/organization/gatsby-2349,New York,info@gatsbyjs.com
235,EcoPlant,ecoplant.co,twitter.com/Ecoplant2017,linkedin.com/company/ecoplant-technological-innovation-ltd,crunchbase.com/organization/ecoplant,Ashqelon,info@ecoplant.co
236,Valence Discovery,valencediscovery.com,twitter.com/valence_ai,linkedin.com/company/valence-discovery,crunchbase.com/organization/invivo-ai,Montr̩al,info@valencediscovery.com
237,Smore,smore.com,twitter.com/SmoreNewsletter,linkedin.com/company/smore,crunchbase.com/organization/smore,Tel Aviv-Yafo,info@smore.com
238,Apptentive,apptentive.com,twitter.com/apptentive,linkedin.com/company/apptentive,crunchbase.com/organization/apptentive,Seattle,info@apptentive.com
239,Phoenix Tailings,phoenixtailings.com,twitter.com/phoenixtailings,linkedin.com/company/mvmindustrial,crunchbase.com/organization/phoenix-tailings,Boston,info@phoenixtailings.com
240,Clarisights,clarisights.com,twitter.com/clarisights,linkedin.com/company/clarisights,crunchbase.com/organization/clarisights,Palo Alto,info@clarisights.com
241,tread.io,tread.io,twitter.com/treadapp,linkedin.com/company/tread-inc.,crunchbase.com/organization/tread-2#section-overview,Toronto,info@tread.io
242,Sprout.ai,sprout.ai,twitter.com/Sprout_ai,linkedin.com/company/sproutai,crunchbase.com/organization/sprout-ai,London,info@sprout.ai
243,Post-Quantum,post-quantum.com,twitter.com/PQChatApp,linkedin.com/company/post-quantum,crunchbase.com/organization/pq-solutions-2,London,info@post-quantum.com
244,Kinvey,kinvey.com,twitter.com/kinvey,linkedin.com/company/kinvey,crunchbase.com/organization/kinvey,Cambridge,info@kinvey.com
245,Warmly,getwarmly.com,twitter.com/WarmlyComma,linkedin.com/company/warmly-comma,crunchbase.com/organization/warmly,San Francisco,info@warmly.ai
246,AND Global,and.global,twitter.com/ANDGlobalPte,linkedin.com/company/and-global,crunchbase.com/organization/and-global-and-systems,Ulaanbaatar,info@andglobal.com
247,Strategic Blue,strategic-blue.com,twitter.com/StrategicBlue,linkedin.com/company/795197,crunchbase.com/organization/strategic-blue,London,info@strategic-blue.com
248,Upsie,upsie.com,twitter.com/UpsieHQ,linkedin.com/company/4816383,crunchbase.com/organization/upsie,Burnsville,info@upsie.com
249,Grips Intelligence,gripsintelligence.com,twitter.com/GripsIntell,linkedin.com/company/peekd,crunchbase.com/organization/atript,Berlin,info@gripsintelligence.com
250,Seasats,seasats.com,twitter.com/seasats,linkedin.com/company/seasats,crunchbase.com/organization/seasats,San Diego,info@seasats.com
251,Oper Credits,opercredits.com,twitter.com/OperCredits,linkedin.com/company/opercredits,crunchbase.com/organization/oper-781f,Antwerp,info@opercredits.com
252,Voatz,voatz.com,twitter.com/Voatz,linkedin.com/company/voatz,crunchbase.com/organization/voatz,Boston,info@voatz.com
253,Anycart,anycart.com,twitter.com/shopanycart,linkedin.com/company/anycart,crunchbase.com/organization/anycart,Mountain View,info@anycart.com
254,Spoiler Alert,spoileralert.com,twitter.com/SpoilerAlert,linkedin.com/company/spoiler-alert,crunchbase.com/organization/spoileralert,Boston,info@spoileralert.com
255,Slang,gablex.ai,twitter.com/sambvani,linkedin.com/company/slang-ai,crunchbase.com/organization/slang-737b,New York,info@slangapp.com
256,Promoboxx,promoboxx.com,twitter.com/Promoboxx,linkedin.com/company/promoboxx,crunchbase.com/organization/promoboxx,Boston,info@promoboxx.com
257,EcoG,ecog.io,twitter.com/ecog_io,linkedin.com/company/ecog,crunchbase.com/organization/ecog,Munich,info@ecog.com
258,Liv,livpatch.co,twitter.com/liv,linkedin.com/company/livpatch,crunchbase.com/organization/liv-decb,San Francisco,info@liv.com
259,Hireguide,hireguide.com,twitter.com/hireguide_com,linkedin.com/company/hireguide-com,crunchbase.com/organization/hireguide,Santa Monica,info@hireguide.com
260,Bizible Marketing Analytics,bizible.com,twitter.com/bizible,linkedin.com/company/bizible,crunchbase.com/organization/bizible,Seattle,info@bizible.com
261,GoSpotCheck,gospotcheck.com,twitter.com/gospotcheck,linkedin.com/company/2286254,crunchbase.com/organization/gospotcheck,Denver,info@gospotcheck.com
262,Vector.ai,vector.ai,twitter.com/vectoraitrade,linkedin.com/company/vector-ai,crunchbase.com/organization/vector-ai,London,info@vector.ai
263,Didimo,mydidimo.com,twitter.com/my_didimo,linkedin.com/company/didimo,crunchbase.com/organization/mydidimo#section-overview,Leca Da Palmeira,info@didimo.co
264,Wib,wenspiredata.com,NaN,linkedin.com/company/wibsecurity,crunchbase.com/organization/wenspire,Tel Aviv,info@wib.com
265,Whole Surplus,wholesurplus.com,twitter.com/wholesurplus,linkedin.com/company/wholesurplus,crunchbase.com/organization/whole-surplus,Istanbul,info@wholesurplus.com
266,Rootine,rootine.co,twitter.com/rootinevitamins,linkedin.com/company/rootine,crunchbase.com/organization/rootine#section-overview,Nashville,info@rootine.com
267,dopay,dopay.com,twitter.com/dopayHQ,linkedin.com/company/dopay,crunchbase.com/organization/dopay,London,info@dopay.com
268,Aire,aire.io,twitter.com/airescore,linkedin.com/company/aire-io,crunchbase.com/organization/aire,London,info@aire.io
269,Target Arm,targetarm.com,NaN,linkedin.com/company/targetarm,crunchbase.com/organization/target-arm,Ridgefield,info@targetarm.com
270,SyncOnSet Technologies,synconset.com,twitter.com/SyncOnSet,linkedin.com/company/synconset-technologies,crunchbase.com/organization/wymsee,Los Angeles,info@synconset.com
271,Pipedream,pipedreamlabs.co,twitter.com/pipedream_labs,linkedin.com/company/pipedream-labs,crunchbase.com/organization/pipedream-labs,Austin,info@pipedream.com
272,Kadence,kadence.co,twitter.com/KadenceOS,linkedin.com/company/kadenceos,crunchbase.com/organization/kadence-503c,Wilmington,info@kadence.com
273,Acerta,acerta.ca,twitter.com/AcertaAnalytics,linkedin.com/company/acerta-systems-analytics,crunchbase.com/organization/acerta,Kitchener,info@acerta.com
274,Best Food Trucks,bestfoodtrucks.com,twitter.com/lotmom,linkedin.com/company/bestfoodtrucks,crunchbase.com/organization/best-food-trucks,Los Angeles,info@bestfoodtrucks.com
275,Lingvist,lingvist.com,twitter.com/lingvist,linkedin.com/company/lingvist,crunchbase.com/organization/lingvist,Tallinn,info@lingvist.com
276,DeepStream Technologies,deepstreamtech.com,twitter.com/DeepstreamT,linkedin.com/company/deepstreamtech,crunchbase.com/organization/deepstream-tech,London,info@deepstreamtech.com
277,Vested,vested.co.in,twitter.com/Vested_finance,linkedin.com/company/vestedfinance,crunchbase.com/organization/vested-6e69,Sunnyvale,info@vested.co
278,EyeLights,eye-lights.com,twitter.com/EyelightsFR,linkedin.com/company/eyelights-sas,crunchbase.com/organization/eyelights,Labege,info@eyelights.com
279,Obsess,obsessvr.com,twitter.com/obsessVR,linkedin.com/company/obsess,crunchbase.com/organization/obsess,New York,info@obsess.com
280,PartySlate,partyslate.com,twitter.com/PartySlate,linkedin.com/company/partyslate,crunchbase.com/organization/partyslate,Chicago,info@partyslate.com
281,Propagate Ventures,propagateventures.com,twitter.com/propagateorg,linkedin.com/company/propagate-ventures,crunchbase.com/organization/propagate-ventures,Hudson,info@propagateventures.com
282,Kinside,kinside.com,twitter.com/GetKinside,linkedin.com/company/kinside,crunchbase.com/organization/kinside,Pasadena,info@kinside.com
283,Hosta a.i.,hosta.ai,twitter.com/hostalabs,linkedin.com/company/hostalabs-ai,crunchbase.com/organization/hosta-a-i-6fce,Cambridge,info@hosta.ai
284,Liveoak Technologies,liveoak.net,twitter.com/liveoaknet,linkedin.com/company/liveoak-technologies,crunchbase.com/organization/liveoak-technologies,Austin,info@liveoak.net
285,Ground,ground.news,twitter.com/ucic_app,linkedin.com/company/groundnews,crunchbase.com/organization/ucic,Kitchener,info@ground.com
286,INURU,inuru.de,twitter.com/Inuru_,linkedin.com/company/siod,crunchbase.com/organization/inuru,Berlin,info@inuru.com
287,Flashfood,flashfood.com,twitter.com/Flashfoodinc,linkedin.com/company/flashfoodinc,crunchbase.com/organization/flashfood-2,Toronto,info@flashfood.com
288,Machinery Partner,machinerypartner.com,twitter.com/MachineryMP,linkedin.com/company/machinerypartner,crunchbase.com/organization/machinery-partner,Boston,info@machinerypartner.com
289,42Maru,42maru.ai,twitter.com/42MARU_ai,linkedin.com/company/14403023,crunchbase.com/organization/42maru,Seoul,info@42maru.ai
290,Jiobit,jiobit.com,twitter.com/jiobit,linkedin.com/company/jiobit,crunchbase.com/organization/jio-inc,Chicago,info@jiobit.com
291,Donut Media,donut.media,twitter.com/donut_media,linkedin.com/company/6589845,crunchbase.com/organization/donut-media,Los Angeles,info@donutmedia.com
292,Sequel,introvoke.com,twitter.com/introvoke,linkedin.com/company/sequelio,crunchbase.com/organization/introvoke,San Jose,info@sequel.com
293,Ninox,ninoxdb.de,twitter.com/NinoxDB,linkedin.com/company/ninox-software-gmbh,crunchbase.com/organization/ninox-software-gmbh,Berlin,info@ninoxdb.de
294,KiddoWear,kiddowear.com,twitter.com/kiddoimpact,linkedin.com/company/leo-technologies-ltd,crunchbase.com/organization/kiddo,San Francisco,info@kiddowear.com
295,Educative,educative.io,twitter.com/educativeinc,linkedin.com/company/educative-inc,crunchbase.com/organization/educative,Bellevue,info@educative.io
296,Oriient,oriient.me,twitter.com/oriient_me,linkedin.com/company/10693382,crunchbase.com/organization/oriient,Tel Aviv,info@oriient.me
297,Trala,trala.com,twitter.com/tralaapp,linkedin.com/company/trala,crunchbase.com/organization/trala,Chicago,info@tralaapp.com
298,TrueCoach,truecoach.co,twitter.com/truecoachco,linkedin.com/company/7588934?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A7588934%2Cidx%3A2-1-2%2CtarId%3A1467322781450%2Ctas%3Afitbot,crunchbase.com/organization/fitbot,Boulder,info@truecoach.co
299,Zogo Finance,zogofinance.com,NaN,linkedin.com/company/28974382,crunchbase.com/organization/zogo-finance#section-overview,Durham,info@zogofinance.com
300,StopLight,stoplight.io,twitter.com/stoplightio,linkedin.com/company/stoplight,crunchbase.com/organization/stoplight,Austin,info@stoplight.io
